run_id,source,model_name,augmentation_profile,embed_dim,windowing_name,index_name,index_kind,clean_top1,combined_moderate_top1,highpass_top1,lowpass_top1,noise_top1,pitch_top1,time_top1,realistic_hard_top1,mean_degraded_top1,worst_condition_top1,robustness_gap,latency_ms,index_size_mb,mrr,ranking_score
hybrid_transformer_extended_embed128,notebook2,hybrid_transformer,extended_existing,128,multi3_even,ivfflat_nprobe8,ivfflat,0.5326388888888889,0.05225,0.115,0.23249999999999998,0.039464285714285716,0.08267857142857142,0.2553571428571429,,0.12954166666666667,0.039464285714285716,0.4030972222222222,0.08363840658329814,1.2220563888549805,0.32343472348056124,0.25611714451625545
hybrid_transformer_extended_embed128,notebook2,hybrid_transformer,extended_existing,128,multi3_even,ivfflat_nprobe4,ivfflat,0.5334722222222221,0.052000000000000005,0.11196428571428571,0.2292857142857143,0.03767857142857143,0.0830357142857143,0.2530357142857143,,0.12783333333333335,0.03767857142857143,0.40563888888888877,0.08349929521533442,1.2220563888549805,0.3208091684965397,0.25465093320240434
hybrid_transformer_extended_embed128,notebook2,hybrid_transformer,extended_existing,128,multi3_even,exact_ip,exact_ip,0.5320833333333334,0.05225,0.1157142857142857,0.23249999999999998,0.039464285714285716,0.08267857142857142,0.25607142857142856,,0.1297797619047619,0.039464285714285716,0.4023035714285714,0.1134516244514177,1.1719179153442383,0.3236475553393874,0.2542769947398942
hybrid_transformer_extended_embed128,notebook2,hybrid_transformer,extended_existing,128,multi3_even,ivfpq_nprobe4,ivfpq,0.4184722222222222,0.044,0.09517857142857143,0.18160714285714286,0.035892857142857136,0.07267857142857144,0.20428571428571426,,0.10560714285714284,0.035892857142857136,0.31286507936507935,0.08321818556248672,0.21184158325195312,0.289574278476205,0.2526385616709547
hybrid_transformer_baseline_embed128,notebook2,hybrid_transformer,baseline,128,single_center,ivfflat_nprobe1,ivfflat,0.4561111111111111,0.094,0.004107142857142857,0.34464285714285714,0.33374999999999994,0.31660714285714286,0.4114285714285714,,0.2507559523809524,0.004107142857142857,0.2053551587301587,3.4262147428679812,0.4092588424682617,0.3803904945693331,0.2515980473988653
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,single_center,ivfpq_nprobe4,ivfpq,0.4366666666666667,0.025500000000000002,0.1044642857142857,0.18696428571428572,0.04732142857142858,0.08857142857142856,0.20517857142857143,,0.10966666666666668,0.025500000000000002,0.327,0.08404888413198504,0.2930870056152344,0.2924144546931154,0.25105942242574736
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,multi3_even,ivfflat_nprobe8,ivfflat,0.5583333333333333,0.03725,0.10910714285714286,0.18464285714285714,0.03571428571428571,0.08678571428571427,0.2319642857142857,,0.1142440476190476,0.03571428571428571,0.44408928571428574,0.08350867141667272,2.4251813888549805,0.3134627082815137,0.24037927320057245
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,multi3_even,ivfflat_nprobe4,ivfflat,0.55875,0.03675,0.10892857142857144,0.18339285714285714,0.03535714285714286,0.08714285714285715,0.22803571428571429,,0.11326785714285714,0.03535714285714286,0.4454821428571428,0.08348972713192401,2.4251813888549805,0.31092285507787465,0.23951002796104856
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,multi3_even,exact_ip,exact_ip,0.5584722222222223,0.0365,0.10964285714285715,0.18464285714285714,0.03571428571428571,0.08696428571428572,0.2330357142857143,,0.11441666666666667,0.03571428571428571,0.4440555555555556,0.12040211423615373,2.3437929153442383,0.31391247915164616,0.23784758872958808
hybrid_transformer_extended_embed128,notebook2,hybrid_transformer,extended_existing,128,multi3_even,ivfflat_nprobe1,ivfflat,0.5043055555555555,0.051000000000000004,0.09214285714285715,0.1789285714285714,0.031785714285714285,0.07892857142857143,0.20910714285714288,,0.10698214285714287,0.031785714285714285,0.3973234126984126,0.08463087083330519,1.2220563888549805,0.28842093548600717,0.2376764695926661
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,multi3_even,ivfpq_nprobe4,ivfpq,0.40625,0.0305,0.08071428571428572,0.14232142857142857,0.03214285714285715,0.06892857142857142,0.1669642857142857,,0.08692857142857142,0.0305,0.3193214285714286,0.08282056428471504,0.3680915832519531,0.26899532570200047,0.23477832143925514
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,multi3_even,ivfflat_nprobe1,ivfflat,0.5220833333333333,0.034749999999999996,0.08589285714285715,0.15124999999999997,0.028928571428571432,0.06589285714285714,0.18232142857142855,,0.09150595238095237,0.028928571428571432,0.43057738095238096,0.11632366034722155,2.4251813888549805,0.27696349002580384,0.21878960507710957
hybrid_transformer_filters_only_embed128,notebook3_training,hybrid_transformer,filters_only,128,single_center,ivfflat_nprobe1,ivfflat,0.39041666666666663,0.0455,0.35267857142857145,0.3364285714285714,0.17089285714285715,0.011785714285714287,0.15339285714285714,,0.17844642857142856,0.011785714285714287,0.21197023809523807,20.137575377562552,0.4092588424682617,0.30508055817618895,0.18815150690429094
hybrid_transformer_extended_embed128,notebook2,hybrid_transformer,extended_existing,128,single_center,ivfflat_nprobe1,ivfflat,0.4747222222222222,0.03725,0.11142857142857143,0.2007142857142857,0.042678571428571434,0.0955357142857143,0.2369642857142857,,0.12076190476190478,0.03725,0.3539603174603174,3.42581286650695,0.4092588424682617,0.29184331644958705,0.18737982771478823
hybrid_transformer_extended_embed256,notebook2,hybrid_transformer,extended_existing,256,single_center,ivfflat_nprobe1,ivfflat,0.47875,0.028500000000000004,0.09785714285714286,0.18410714285714283,0.03678571428571429,0.08803571428571429,0.20196428571428574,,0.10620833333333334,0.028500000000000004,0.37254166666666666,20.134722940187476,0.8120908737182617,0.28007189693354567,0.1517660198138721
